PRurl,PRstart,PRend,PRauthor,reactionType,reactionTime,reactionAuthor
https://github.com/rust-lang/rust/pull/70190,2020-03-20 16:18:59,2020-03-24 18:53:03,pietroalbini,ROCKET,2020-03-20 17:52:24,Amanieu
https://github.com/rust-lang/rust/pull/70190,2020-03-20 16:18:59,2020-03-24 18:53:03,pietroalbini,ROCKET,2020-03-20 19:22:58,phansch
https://github.com/rust-lang/rust/pull/70190,2020-03-20 16:18:59,2020-03-24 18:53:03,pietroalbini,ROCKET,2020-03-20 20:51:50,wesleywiser
https://github.com/rust-lang/rust/pull/70190,2020-03-20 16:18:59,2020-03-24 18:53:03,pietroalbini,ROCKET,2020-03-22 19:39:24,xfix
https://github.com/rust-lang/rust/pull/70190,2020-03-20 16:18:59,2020-03-24 18:53:03,pietroalbini,ROCKET,2020-03-23 14:11:10,phil-opp
https://github.com/rust-lang/rust/pull/70172,2020-03-20 06:03:15,2020-03-22 18:37:39,eddyb,THUMBS_UP,2020-03-21 10:06:29,meteficha
https://github.com/rust-lang/rust/pull/70172,2020-03-20 06:03:15,2020-03-22 18:37:39,eddyb,HEART,2020-03-21 10:06:31,meteficha
https://github.com/rust-lang/rust/pull/70172,2020-03-20 06:03:15,2020-03-22 18:37:39,eddyb,THUMBS_UP,2020-03-21 19:09:54,Ameobea
https://github.com/rust-lang/rust/pull/70163,2020-03-19 19:12:03,2020-03-24 15:49:38,nikic,HEART,2020-03-20 08:16:47,mati865
https://github.com/rust-lang/rust/pull/70163,2020-03-19 19:12:03,2020-03-24 15:49:38,nikic,HEART,2020-03-20 23:22:15,cuviper
https://github.com/rust-lang/rust/pull/70163,2020-03-19 19:12:03,2020-03-24 15:49:38,nikic,HEART,2020-03-26 00:01:17,LifeIsStrange
https://github.com/rust-lang/rust/pull/70151,2020-03-19 14:40:39,2020-03-21 11:11:39,Amanieu,THUMBS_UP,2020-03-19 15:03:09,oconnor663
https://github.com/rust-lang/rust/pull/70106,2020-03-18 15:16:33,2020-03-19 03:33:59,ehuss,HEART,2020-03-18 18:22:40,petrochenkov
https://github.com/rust-lang/rust/pull/70092,2020-03-18 01:56:00,2020-03-21 11:11:44,eddyb,THUMBS_UP,2020-03-18 10:56:58,Centril
https://github.com/rust-lang/rust/pull/70087,2020-03-17 23:18:54,2020-03-24 04:08:06,ecstatic-morse,HEART,2020-03-21 16:26:08,RalfJung
https://github.com/rust-lang/rust/pull/70080,2020-03-17 16:57:47,2020-03-23 22:02:29,anyska,LAUGH,2020-03-18 15:51:32,mark-i-m
https://github.com/rust-lang/rust/pull/70074,2020-03-17 13:21:01,2020-03-24 09:38:08,Centril,THUMBS_UP,2020-03-17 13:40:21,Aaron1011
https://github.com/rust-lang/rust/pull/70051,2020-03-16 18:25:05,2020-03-22 00:58:20,Zoxc,THUMBS_UP,2020-03-18 11:09:06,JohnTitor
https://github.com/rust-lang/rust/pull/70051,2020-03-16 18:25:05,2020-03-22 00:58:20,Zoxc,THUMBS_UP,2020-03-18 19:12:11,mark-i-m
https://github.com/rust-lang/rust/pull/70018,2020-03-15 09:23:21,2020-03-15 20:40:15,LukasKalbertodt,THUMBS_UP,2020-03-15 10:17:23,jplatte
https://github.com/rust-lang/rust/pull/70011,2020-03-14 21:32:56,2020-03-15 20:40:18,petrochenkov,HEART,2020-03-19 16:15:30,estebank
https://github.com/rust-lang/rust/pull/70003,2020-03-14 16:50:15,2020-03-22 00:58:24,eddyb,THUMBS_UP,2020-03-14 17:40:22,anp
https://github.com/rust-lang/rust/pull/70000,2020-03-14 12:58:45,2020-03-17 05:24:11,petrochenkov,HOORAY,2020-03-18 12:17:19,RalfJung
https://github.com/rust-lang/rust/pull/69997,2020-03-14 09:13:43,2020-03-21 07:47:19,WaffleLapkin,HEART,2020-03-14 09:48:33,cristaloleg
https://github.com/rust-lang/rust/pull/69997,2020-03-14 09:13:43,2020-03-21 07:47:19,WaffleLapkin,THUMBS_UP,2020-03-14 09:58:57,Disasm
https://github.com/rust-lang/rust/pull/69997,2020-03-14 09:13:43,2020-03-21 07:47:19,WaffleLapkin,THUMBS_UP,2020-03-14 11:05:45,optozorax
https://github.com/rust-lang/rust/pull/69997,2020-03-14 09:13:43,2020-03-21 07:47:19,WaffleLapkin,HEART,2020-03-14 11:05:53,optozorax
https://github.com/rust-lang/rust/pull/69997,2020-03-14 09:13:43,2020-03-21 07:47:19,WaffleLapkin,THUMBS_UP,2020-03-14 11:55:24,prostomarkeloff
https://github.com/rust-lang/rust/pull/69997,2020-03-14 09:13:43,2020-03-21 07:47:19,WaffleLapkin,HEART,2020-03-14 11:55:25,prostomarkeloff
https://github.com/rust-lang/rust/pull/69997,2020-03-14 09:13:43,2020-03-21 07:47:19,WaffleLapkin,THUMBS_UP,2020-03-19 01:25:14,notviri
https://github.com/rust-lang/rust/pull/69997,2020-03-14 09:13:43,2020-03-21 07:47:19,WaffleLapkin,HEART,2020-03-19 01:25:15,notviri
https://github.com/rust-lang/rust/pull/69992,2020-03-14 02:36:31,2020-03-16 06:22:35,kornelski,THUMBS_UP,2020-03-15 20:49:41,mati865
https://github.com/rust-lang/rust/pull/69992,2020-03-14 02:36:31,2020-03-16 06:22:35,kornelski,THUMBS_UP,2020-03-15 21:54:18,RalfJung
https://github.com/rust-lang/rust/pull/69989,2020-03-13 23:24:20,2020-03-16 16:31:26,petrochenkov,THUMBS_UP,2020-03-14 00:02:59,Centril
https://github.com/rust-lang/rust/pull/69989,2020-03-13 23:24:20,2020-03-16 16:31:26,petrochenkov,THUMBS_UP,2020-03-14 10:32:01,eddyb
https://github.com/rust-lang/rust/pull/69989,2020-03-13 23:24:20,2020-03-16 16:31:26,petrochenkov,THUMBS_UP,2020-03-14 12:09:00,GrayJack
https://github.com/rust-lang/rust/pull/69989,2020-03-13 23:24:20,2020-03-16 16:31:26,petrochenkov,HEART,2020-03-14 22:24:30,ecstatic-morse
https://github.com/rust-lang/rust/pull/69969,2020-03-13 03:53:11,2020-03-19 09:14:47,iximeow,HEART,2020-03-13 21:33:00,sunfishcode
https://github.com/rust-lang/rust/pull/69968,2020-03-13 02:24:33,2020-03-23 12:40:11,eddyb,THUMBS_UP,2020-03-13 10:12:02,davidtwco
https://github.com/rust-lang/rust/pull/69968,2020-03-13 02:24:33,2020-03-23 12:40:11,eddyb,THUMBS_UP,2020-03-13 10:40:07,jonas-schievink
https://github.com/rust-lang/rust/pull/69955,2020-03-12 19:01:16,2020-03-21 16:41:59,alexcrichton,HEART,2020-03-12 19:06:52,sunfishcode
https://github.com/rust-lang/rust/pull/69955,2020-03-12 19:01:16,2020-03-21 16:41:59,alexcrichton,HEART,2020-03-12 23:09:05,pchickey
https://github.com/rust-lang/rust/pull/69942,2020-03-12 03:40:36,2020-03-23 12:40:12,estebank,THUMBS_UP,2020-03-13 22:31:26,VirrageS
https://github.com/rust-lang/rust/pull/69940,2020-03-11 22:59:58,2020-03-23 12:40:13,tmiasko,HEART,2020-03-12 04:15:28,panaman67
https://github.com/rust-lang/rust/pull/69940,2020-03-11 22:59:58,2020-03-23 12:40:13,tmiasko,HEART,2020-03-12 10:32:29,hanna-kruppe
https://github.com/rust-lang/rust/pull/69935,2020-03-11 19:40:16,2020-03-20 19:03:04,davidtwco,HEART,2020-03-12 03:33:48,mark-i-m
https://github.com/rust-lang/rust/pull/69929,2020-03-11 17:27:16,2020-03-19 09:14:52,cuviper,HOORAY,2020-03-18 09:26:44,iago-lito
https://github.com/rust-lang/rust/pull/69922,2020-03-11 13:32:55,2020-03-17 18:27:42,RalfJung,HOORAY,2020-03-11 13:54:14,alex
https://github.com/rust-lang/rust/pull/69922,2020-03-11 13:32:55,2020-03-17 18:27:42,RalfJung,ROCKET,2020-03-11 13:54:15,alex
https://github.com/rust-lang/rust/pull/69922,2020-03-11 13:32:55,2020-03-17 18:27:42,RalfJung,ROCKET,2020-03-11 17:31:24,HeroicKatora
https://github.com/rust-lang/rust/pull/69922,2020-03-11 13:32:55,2020-03-17 18:27:42,RalfJung,HOORAY,2020-03-11 19:11:19,Aaron1011
https://github.com/rust-lang/rust/pull/69922,2020-03-11 13:32:55,2020-03-17 18:27:42,RalfJung,HOORAY,2020-03-12 00:54:19,ishitatsuyuki
https://github.com/rust-lang/rust/pull/69901,2020-03-10 21:31:42,2020-03-21 16:42:03,RalfJung,THUMBS_UP,2020-03-10 22:30:19,wesleywiser
https://github.com/rust-lang/rust/pull/69901,2020-03-10 21:31:42,2020-03-21 16:42:03,RalfJung,THUMBS_UP,2020-03-10 23:36:53,Centril
https://github.com/rust-lang/rust/pull/69901,2020-03-10 21:31:42,2020-03-21 16:42:03,RalfJung,THUMBS_UP,2020-03-11 18:17:31,Aaron1011
https://github.com/rust-lang/rust/pull/69878,2020-03-10 03:23:28,2020-03-26 05:37:29,estebank,HEART,2020-03-10 03:28:34,lzutao
https://github.com/rust-lang/rust/pull/69870,2020-03-09 22:23:12,2020-03-17 05:24:26,petrochenkov,HEART,2020-03-11 16:56:17,estebank
https://github.com/rust-lang/rust/pull/69870,2020-03-09 22:23:12,2020-03-17 05:24:26,petrochenkov,HEART,2020-03-11 18:18:56,Aaron1011
https://github.com/rust-lang/rust/pull/69870,2020-03-09 22:23:12,2020-03-17 05:24:26,petrochenkov,HEART,2020-03-12 03:16:15,memoryruins
https://github.com/rust-lang/rust/pull/69870,2020-03-09 22:23:12,2020-03-17 05:24:26,petrochenkov,THUMBS_DOWN,2020-03-17 13:56:16,AlphaHot
https://github.com/rust-lang/rust/pull/69866,2020-03-09 18:43:06,2020-03-26 05:37:30,estebank,THUMBS_UP,2020-03-09 18:55:41,petrochenkov
https://github.com/rust-lang/rust/pull/69866,2020-03-09 18:43:06,2020-03-26 05:37:30,estebank,THUMBS_UP,2020-03-10 19:39:33,euclio
https://github.com/rust-lang/rust/pull/69838,2020-03-08 22:17:10,2020-03-19 03:34:25,Centril,HOORAY,2020-03-08 22:22:20,petrochenkov
https://github.com/rust-lang/rust/pull/69838,2020-03-08 22:17:10,2020-03-19 03:34:25,Centril,HEART,2020-03-09 08:01:54,matklad
https://github.com/rust-lang/rust/pull/69838,2020-03-08 22:17:10,2020-03-19 03:34:25,Centril,HOORAY,2020-03-09 08:02:55,matklad
https://github.com/rust-lang/rust/pull/69838,2020-03-08 22:17:10,2020-03-19 03:34:25,Centril,ROCKET,2020-03-09 08:02:58,matklad
https://github.com/rust-lang/rust/pull/69838,2020-03-08 22:17:10,2020-03-19 03:34:25,Centril,HOORAY,2020-03-09 10:46:47,Xanewok
https://github.com/rust-lang/rust/pull/69838,2020-03-08 22:17:10,2020-03-19 03:34:25,Centril,HOORAY,2020-03-10 07:43:24,eddyb
https://github.com/rust-lang/rust/pull/69838,2020-03-08 22:17:10,2020-03-19 03:34:25,Centril,HEART,2020-03-10 10:50:32,RalfJung
https://github.com/rust-lang/rust/pull/69838,2020-03-08 22:17:10,2020-03-19 03:34:25,Centril,HOORAY,2020-03-11 19:03:33,mark-i-m
https://github.com/rust-lang/rust/pull/69837,2020-03-08 22:13:04,2020-03-19 03:34:26,jonas-schievink,HOORAY,2020-03-08 23:37:36,CryZe
https://github.com/rust-lang/rust/pull/69837,2020-03-08 22:13:04,2020-03-19 03:34:26,jonas-schievink,HOORAY,2020-03-09 02:50:05,memoryruins
https://github.com/rust-lang/rust/pull/69837,2020-03-08 22:13:04,2020-03-19 03:34:26,jonas-schievink,HOORAY,2020-03-09 06:08:34,95th
https://github.com/rust-lang/rust/pull/69837,2020-03-08 22:13:04,2020-03-19 03:34:26,jonas-schievink,HOORAY,2020-03-11 19:05:23,mark-i-m
https://github.com/rust-lang/rust/pull/69837,2020-03-08 22:13:04,2020-03-19 03:34:26,jonas-schievink,HOORAY,2020-03-09 07:56:45,jamesmunns
https://github.com/rust-lang/rust/pull/69837,2020-03-08 22:13:04,2020-03-19 03:34:26,jonas-schievink,HOORAY,2020-03-09 08:00:55,Kixunil
https://github.com/rust-lang/rust/pull/69837,2020-03-08 22:13:04,2020-03-19 03:34:26,jonas-schievink,HOORAY,2020-03-09 14:15:26,DianaNites
https://github.com/rust-lang/rust/pull/69837,2020-03-08 22:13:04,2020-03-19 03:34:26,jonas-schievink,HOORAY,2020-03-09 15:41:06,wesleywiser
https://github.com/rust-lang/rust/pull/69837,2020-03-08 22:13:04,2020-03-19 03:34:26,jonas-schievink,HOORAY,2020-03-09 15:48:30,jviide
https://github.com/rust-lang/rust/pull/69837,2020-03-08 22:13:04,2020-03-19 03:34:26,jonas-schievink,HOORAY,2020-03-09 16:18:40,Centril
https://github.com/rust-lang/rust/pull/69837,2020-03-08 22:13:04,2020-03-19 03:34:26,jonas-schievink,HOORAY,2020-03-09 23:55:39,tmandry
https://github.com/rust-lang/rust/pull/69837,2020-03-08 22:13:04,2020-03-19 03:34:26,jonas-schievink,HOORAY,2020-03-11 18:11:32,Aaron1011
https://github.com/rust-lang/rust/pull/69828,2020-03-08 15:43:57,2020-03-11 16:17:42,RalfJung,HEART,2020-03-20 00:16:20,scottmcm
https://github.com/rust-lang/rust/pull/69828,2020-03-08 15:43:57,2020-03-11 16:17:42,RalfJung,HEART,2020-03-20 07:04:15,updogliu
https://github.com/rust-lang/rust/pull/69828,2020-03-08 15:43:57,2020-03-11 16:17:42,RalfJung,HEART,2020-03-20 11:35:08,GabrielMajeri
https://github.com/rust-lang/rust/pull/69828,2020-03-08 15:43:57,2020-03-11 16:17:42,RalfJung,THUMBS_UP,2020-03-26 02:41:20,stepancheg
https://github.com/rust-lang/rust/pull/69825,2020-03-08 13:18:53,2020-03-11 12:49:50,lcnr,THUMBS_UP,2020-03-08 15:59:19,Lokathor
https://github.com/rust-lang/rust/pull/69825,2020-03-08 13:18:53,2020-03-11 12:49:50,lcnr,THUMBS_UP,2020-03-20 11:34:33,GabrielMajeri
https://github.com/rust-lang/rust/pull/69814,2020-03-08 01:07:08,2020-03-19 09:14:57,jonas-schievink,HOORAY,2020-03-08 14:25:45,therealprof
https://github.com/rust-lang/rust/pull/69814,2020-03-08 01:07:08,2020-03-19 09:14:57,jonas-schievink,HOORAY,2020-03-08 14:26:05,jfrimmel
https://github.com/rust-lang/rust/pull/69814,2020-03-08 01:07:08,2020-03-19 09:14:57,jonas-schievink,HOORAY,2020-03-08 16:45:24,sinkuu
https://github.com/rust-lang/rust/pull/69814,2020-03-08 01:07:08,2020-03-19 09:14:57,jonas-schievink,HOORAY,2020-03-08 18:11:47,CryZe
https://github.com/rust-lang/rust/pull/69814,2020-03-08 01:07:08,2020-03-19 09:14:57,jonas-schievink,HOORAY,2020-03-08 19:25:59,memoryruins
https://github.com/rust-lang/rust/pull/69814,2020-03-08 01:07:08,2020-03-19 09:14:57,jonas-schievink,HOORAY,2020-03-11 18:13:29,Aaron1011
https://github.com/rust-lang/rust/pull/69814,2020-03-08 01:07:08,2020-03-19 09:14:57,jonas-schievink,HOORAY,2020-03-26 17:05:08,Virgiel
https://github.com/rust-lang/rust/pull/69814,2020-03-08 01:07:08,2020-03-19 09:14:57,jonas-schievink,HOORAY,2020-03-26 20:58:26,matthieu-m
https://github.com/rust-lang/rust/pull/69812,2020-03-07 22:23:30,2020-03-08 19:48:53,Marwes,HEART,2020-03-08 01:14:44,panaman67
https://github.com/rust-lang/rust/pull/69809,2020-03-07 20:45:01,2020-03-13 22:24:51,matthiaskrgr,HEART,2020-03-08 01:17:31,panaman67
https://github.com/rust-lang/rust/pull/69809,2020-03-07 20:45:01,2020-03-13 22:24:51,matthiaskrgr,HEART,2020-03-12 15:48:22,iago-lito
https://github.com/rust-lang/rust/pull/69802,2020-03-07 14:09:26,2020-03-13 22:24:52,matthiaskrgr,HEART,2020-03-07 19:10:03,panaman67
https://github.com/rust-lang/rust/pull/69776,2020-03-06 13:54:14,2020-03-08 14:43:44,ssomers,HEART,2020-03-06 17:30:59,RalfJung
https://github.com/rust-lang/rust/pull/69776,2020-03-06 13:54:14,2020-03-08 14:43:44,ssomers,HEART,2020-03-13 08:12:52,GabrielMajeri
https://github.com/rust-lang/rust/pull/69760,2020-03-06 07:07:39,2020-03-11 16:17:47,Centril,HEART,2020-03-20 11:02:27,GabrielMajeri
https://github.com/rust-lang/rust/pull/69747,2020-03-05 21:09:10,2020-03-12 19:37:12,spastorino,THUMBS_UP,2020-03-05 22:17:28,mark-i-m
https://github.com/rust-lang/rust/pull/69747,2020-03-05 21:09:10,2020-03-12 19:37:12,spastorino,THUMBS_UP,2020-03-06 04:24:32,JohnTitor
https://github.com/rust-lang/rust/pull/69747,2020-03-05 21:09:10,2020-03-12 19:37:12,spastorino,THUMBS_UP,2020-03-06 04:46:03,chrissimpkins
https://github.com/rust-lang/rust/pull/69736,2020-03-05 15:53:48,2020-03-06 01:25:29,matthiaskrgr,THUMBS_UP,2020-03-05 16:38:11,BO41
https://github.com/rust-lang/rust/pull/69736,2020-03-05 15:53:48,2020-03-06 01:25:29,matthiaskrgr,THUMBS_UP,2020-03-05 17:14:30,panaman67
https://github.com/rust-lang/rust/pull/69736,2020-03-05 15:53:48,2020-03-06 01:25:29,matthiaskrgr,HEART,2020-03-05 17:14:32,panaman67
https://github.com/rust-lang/rust/pull/69716,2020-03-04 21:58:40,2020-03-14 05:10:27,jonas-schievink,THUMBS_UP,2020-03-05 16:36:40,eupn
https://github.com/rust-lang/rust/pull/69716,2020-03-04 21:58:40,2020-03-14 05:10:27,jonas-schievink,THUMBS_UP,2020-03-14 18:53:12,MarkSwanson
https://github.com/rust-lang/rust/pull/69716,2020-03-04 21:58:40,2020-03-14 05:10:27,jonas-schievink,THUMBS_UP,2020-03-15 00:37:19,therealprof
https://github.com/rust-lang/rust/pull/69716,2020-03-04 21:58:40,2020-03-14 05:10:27,jonas-schievink,THUMBS_UP,2020-03-20 00:49:17,ebkalderon
https://github.com/rust-lang/rust/pull/69716,2020-03-04 21:58:40,2020-03-14 05:10:27,jonas-schievink,ROCKET,2020-03-20 11:16:49,GabrielMajeri
https://github.com/rust-lang/rust/pull/69713,2020-03-04 19:53:30,2020-03-06 01:25:35,matthiaskrgr,HEART,2020-03-05 04:41:35,panaman67
https://github.com/rust-lang/rust/pull/69713,2020-03-04 19:53:30,2020-03-06 01:25:35,matthiaskrgr,HEART,2020-03-05 16:39:05,BO41
https://github.com/rust-lang/rust/pull/69706,2020-03-04 18:53:39,2020-03-07 12:02:39,cuviper,HEART,2020-03-04 19:11:10,panaman67
https://github.com/rust-lang/rust/pull/69706,2020-03-04 18:53:39,2020-03-07 12:02:39,cuviper,THUMBS_UP,2020-03-04 19:33:54,memoryruins
https://github.com/rust-lang/rust/pull/69706,2020-03-04 18:53:39,2020-03-07 12:02:39,cuviper,HEART,2020-03-04 21:44:53,Centril
https://github.com/rust-lang/rust/pull/69698,2020-03-04 12:21:03,2020-03-06 01:25:39,RalfJung,HEART,2020-03-04 19:13:44,panaman67
https://github.com/rust-lang/rust/pull/69686,2020-03-04 00:35:36,2020-03-16 06:22:57,varkor,THUMBS_UP,2020-03-04 07:54:27,lzutao
https://github.com/rust-lang/rust/pull/69685,2020-03-04 00:06:32,2020-03-09 15:17:10,cuviper,HEART,2020-03-04 05:28:12,jsgf
https://github.com/rust-lang/rust/pull/69667,2020-03-03 09:27:44,2020-03-08 09:16:58,JohnTitor,HEART,2020-03-03 17:51:40,panaman67
https://github.com/rust-lang/rust/pull/69661,2020-03-03 05:20:36,2020-03-15 20:40:45,lopopolo,CONFUSED,2020-03-03 05:30:08,lzutao
https://github.com/rust-lang/rust/pull/69650,2020-03-03 00:04:51,2020-03-04 02:50:41,matthiaskrgr,HEART,2020-03-03 03:15:22,panaman67
https://github.com/rust-lang/rust/pull/69646,2020-03-02 20:17:56,2020-03-08 19:49:11,RalfJung,HEART,2020-03-02 23:59:06,panaman67
https://github.com/rust-lang/rust/pull/69621,2020-03-01 22:29:41,2020-03-04 02:50:44,matthiaskrgr,HEART,2020-03-01 23:04:07,panaman67
https://github.com/rust-lang/rust/pull/69619,2020-03-01 20:44:30,2020-03-03 13:28:06,matthiaskrgr,HEART,2020-03-01 22:20:54,panaman67
https://github.com/rust-lang/rust/pull/69618,2020-03-01 20:43:47,2020-03-20 19:03:18,hniksic,THUMBS_UP,2020-03-19 12:33:02,lzutao
https://github.com/rust-lang/rust/pull/69617,2020-03-01 19:44:29,2020-03-02 16:05:35,DutchGhost,HEART,2020-03-01 20:07:37,Dylan-DPC
https://github.com/rust-lang/rust/pull/69617,2020-03-01 19:44:29,2020-03-02 16:05:35,DutchGhost,THUMBS_UP,2020-03-02 00:27:25,LukasKalbertodt
https://github.com/rust-lang/rust/pull/69617,2020-03-01 19:44:29,2020-03-02 16:05:35,DutchGhost,HEART,2020-03-05 22:41:05,GrayJack
https://github.com/rust-lang/rust/pull/69609,2020-03-01 11:33:43,2020-03-03 13:28:07,TimDiekmann,HEART,2020-03-01 22:25:33,panaman67
https://github.com/rust-lang/rust/pull/69592,2020-02-29 19:01:16,2020-03-01 04:42:18,petrochenkov,HOORAY,2020-03-01 01:10:39,crlf0710
https://github.com/rust-lang/rust/pull/69592,2020-02-29 19:01:16,2020-03-01 04:42:18,petrochenkov,HOORAY,2020-03-02 07:51:40,eddyb
https://github.com/rust-lang/rust/pull/69583,2020-02-29 13:27:30,2020-03-01 14:21:07,LeSeulArtichaut,HEART,2020-03-01 01:04:05,estebank
https://github.com/rust-lang/rust/pull/69579,2020-02-29 12:15:38,2020-03-01 14:21:09,petrochenkov,HEART,2020-03-01 01:06:13,estebank
https://github.com/rust-lang/rust/pull/69572,2020-02-29 02:18:38,2020-02-29 23:51:39,matthiaskrgr,HEART,2020-02-29 17:24:43,panaman67
https://github.com/rust-lang/rust/pull/69571,2020-02-29 01:16:52,2020-02-29 23:51:40,matthiaskrgr,HEART,2020-02-29 17:25:00,panaman67
https://github.com/rust-lang/rust/pull/69562,2020-02-28 20:13:19,2020-03-01 14:21:12,ecstatic-morse,HEART,2020-02-28 20:13:56,JohnTitor
https://github.com/rust-lang/rust/pull/69562,2020-02-28 20:13:19,2020-03-01 14:21:12,ecstatic-morse,HEART,2020-02-28 20:22:46,matthiaskrgr
https://github.com/rust-lang/rust/pull/69562,2020-02-28 20:13:19,2020-03-01 14:21:12,ecstatic-morse,HEART,2020-02-28 22:07:37,DevinR528
https://github.com/rust-lang/rust/pull/69562,2020-02-28 20:13:19,2020-03-01 14:21:12,ecstatic-morse,HEART,2020-02-28 22:52:55,alex
https://github.com/rust-lang/rust/pull/69562,2020-02-28 20:13:19,2020-03-01 14:21:12,ecstatic-morse,HEART,2020-02-29 15:23:00,o0Ignition0o
https://github.com/rust-lang/rust/pull/69562,2020-02-28 20:13:19,2020-03-01 14:21:12,ecstatic-morse,HEART,2020-02-29 17:33:20,mati865
